05:47:17,5.9,0.166808
05:47:20,0.8,0.166702
05:47:23,0.3,0.166689
05:47:26,2.7,0.166689
05:47:29,7.2,0.166689
05:47:32,7.1,0.166689
05:47:35,7.7,0.166835
05:47:38,6.9,0.166967
05:47:41,6.8,0.166967
05:47:44,8.1,0.166994
05:47:47,7.3,0.16706
05:47:50,6,0.166715
05:47:53,5.9,0.166821
05:47:57,7.9,0.1671
05:48:00,8.6,0.167457
05:48:03,8.1,0.167113
05:48:06,6.1,0.166848
05:48:09,6.7,0.166874
05:48:12,7.4,0.166848
05:48:15,5.6,0.166888
05:48:18,7.1,0.166914
05:48:21,7.9,0.166742
05:48:24,9.1,0.166848
05:48:27,6.8,0.166782
05:48:30,7.7,0.166782
05:48:33,6.4,0.166782
05:48:36,7.1,0.166782
05:48:39,6.2,0.166782
05:48:42,8.4,0.166636
05:48:45,7.4,0.166636
05:48:48,5.3,0.166636
05:48:51,5,0.166662
05:48:54,8.7,0.166848
05:48:57,9.2,0.16702
05:49:00,8.2,0.166702
05:49:03,6.7,0.166702
05:49:06,5.5,0.166702
05:49:09,6.1,0.166702
05:49:12,7.9,0.166702
05:49:15,5.1,0.166702
05:49:18,6.9,0.166689
05:49:21,6.7,0.166662
05:49:24,7.6,0.166662
05:49:27,6.6,0.166689
05:49:30,6.2,0.166662
05:49:33,5.7,0.166662
05:49:36,7.9,0.166689
05:49:39,8.8,0.166874
05:49:42,8.7,0.167047
05:49:45,7.4,0.166689
05:49:48,9,0.166768
05:49:51,6.9,0.166636
05:49:54,7.1,0.166596
05:49:57,7.9,0.166636
05:50:00,6.4,0.166622
05:50:03,7.4,0.166622
05:50:06,5.7,0.166622
05:50:09,7.2,0.166596
05:50:12,7.7,0.166596
05:50:15,6.1,0.166583
05:50:18,7.7,0.166662
05:50:21,4.7,0.166662
05:50:24,8.1,0.166861
05:50:28,7.7,0.166861
05:50:31,2.2,0.166689
05:50:34,8.5,0.166755
05:50:37,1.3,0.166702
05:50:40,1.2,0.166742
05:50:43,1,0.166742
05:50:46,0.3,0.16653
05:50:49,0.7,0.16653
05:50:52,2.8,0.166914
05:50:55,1.7,0.16653
05:50:58,0.3,0.16653
05:51:01,1.8,0.166702
05:51:04,0.5,0.166768
05:51:07,1.2,0.166662
05:51:10,0.5,0.166662
05:51:13,0.3,0.166662
05:51:16,0.5,0.166662
05:51:19,1.2,0.166371
05:51:22,0.5,0.166371
05:51:25,0.7,0.166371
05:51:28,0.7,0.166331
05:51:31,0.3,0.166331
05:51:34,0.3,0.166331
05:51:37,0.5,0.166331
05:51:40,2.3,0.166516
05:51:43,2.3,0.166848
05:51:46,1.3,0.166649
05:51:49,2,0.16641
05:51:52,0.7,0.166357
05:51:55,0.5,0.166357
05:51:58,0.5,0.166357
05:52:01,1.3,0.166357
05:52:04,0.3,0.166357
05:52:07,0.7,0.166331
05:52:10,2.3,0.166331
05:52:13,1.5,0.166265
05:52:16,0.3,0.166265
